,de,lb,nl,af,en,yi,fy,nn,sv,da,is,fo,lv,lt,pl,cs,sk,sl,bg,mk,be,uk,ru,la,pt,gl,es,ca,oc,fr,it,ro,ga,cy,br,gd,gv,sq,hy,el,sa,hi,ur,as,bn,fa,tg,ps,et,vro,liv,vot,fi,krl,vep,se,hu,tr,az,ba,mn,ka,xmf,lzz,sva,ar,mt,he,my,bo,ny,zu,id,ms,tl,ta,kn,ml,tcy,bfq,kfa,xub,yea,tcx,kfe,te,gon,kff,kxv,kfb,pci,gdb,brh,kru,mjt,ja,ko,vi,lo,th,za
vot,4.234365071321594,4.320736323861325,4.256364301291839,4.760620254062877,4.657169695575493,4.371842740592741,4.38085981104849,4.4501473573507475,4.281038097704764,4.187658702193585,4.136860281425502,4.46194046115921,4.171547475342119,4.275946190121445,4.349026061163743,4.13429964450907,4.1188660844482765,4.115103880666794,4.029416018950903,3.8274433514016843,4.085230518956935,4.145844855627465,4.2943467697090885,4.187061513239522,4.205868160337071,4.248485797827902,4.136443987421639,4.194383425046409,4.275860521592229,4.424812970201316,4.07483529815932,4.134523947919088,4.825761060278105,4.292456919497735,4.505141634159491,4.6552506012506,4.540631489722398,4.309594808265022,4.57512538668029,4.046470751470752,4.154297776297777,4.315813146664211,4.225507377926733,4.125330392247686,4.185692085692087,4.242026488836831,4.15387934433987,4.393387024231179,2.172224487804198,2.164304549449477,2.652867784389523,0.0,1.5156260473289453,1.7536391413203007,2.240668074150597,3.627467946817262,4.173888542829721,4.369104750025802,4.189558060986632,4.470097592466016,4.587008244919638,4.380229311751049,4.305129143732086,4.513582609802123,4.4929765353309055,4.266958949829324,4.43307767112115,4.505154422691734,4.862783899773698,4.398893648208716,4.039450628736343,4.943137093403048,4.236286113413773,4.030640540015542,4.324320856981596,4.283643029306295,4.146198585994505,4.356982869737971,4.099298830421279,4.094135494135494,4.059680314017049,4.295685678665318,4.014945363914436,4.350134219521975,4.29702242202242,4.158516143720224,4.199637040963571,4.311367657286025,4.209121282757646,4.320798272689027,4.440617177606975,4.305018535885881,4.493451637137204,4.052112739867842,4.076873519970759,4.319708390626757,4.373586728586728,4.829136789136789,4.707449266626482,4.739840915098647,4.767426548412463
fi,4.2917389105794905,4.423256882006883,4.273912145288961,4.725060367683318,4.711133378162364,4.362078786598017,4.250101418497645,4.3651218837659505,4.247016445093369,4.197486772486773,4.019961678071227,4.37601228938545,4.2286626939528755,4.212931827622546,4.327153531272524,4.099108977119445,4.0776530166941125,4.078402631217203,3.977802774314403,3.8587869306619313,3.995584551716626,4.108253488325952,4.282806025239956,4.066397215350095,4.152306286114576,3.9836556718135663,4.066335883235323,4.164630673194211,4.155892549185231,4.516236702887191,3.957443712401814,4.141162058553363,4.899372108320974,4.354633744939868,4.5018839295625,4.704489362489363,4.657900432900432,4.3580670806734645,4.595580420707324,4.010981795981795,4.004287712287711,4.2702031026499085,4.151623645172033,4.151362234256972,4.118135817174281,4.266457875007571,4.137819453937874,4.505579665644601,2.2732879774546437,2.356775172989781,2.5775977913659065,1.5156260473289453,0.0,1.3122477093491591,2.3421312860358032,3.3556569493716957,4.19591953879454,4.373087390192655,4.237918747918747,4.485382954555888,4.596854622171077,4.31567152654109,4.2532364262035545,4.503225047310412,4.4344670297340185,4.126421872023722,4.505726841596407,4.4718017057569295,4.930922521356195,4.486515976413236,3.9519793337975155,4.777273465305382,4.191092536305303,4.029170645530938,4.41129816565863,4.176058083073389,4.108784780978659,4.234892148667659,3.9862551280918623,3.96157802770706,3.886652972877463,4.12086519721021,3.877992254023182,4.2340873270720225,4.1864267535185915,4.054380709992954,4.158176602309255,4.105376879356472,4.069057659512204,4.130975303041629,4.584600008834702,4.241848344399365,4.433089791079481,4.072348909593807,4.005763723238214,4.236607194770458,4.351080177550768,4.853999518999519,4.934416497707637,4.76445735636912,4.931537711115174
krl,4.204521116296479,4.369726569726571,4.279233595175625,4.655971305561469,4.7515728501235746,4.298585442335443,4.309942416074492,4.396680485239808,4.197988739655406,4.225401966681036,4.151537114964225,4.3532783189033175,4.280326072736789,4.213294122830205,4.358358495645368,4.1588312792501245,4.132226525377212,4.134037963508161,4.022870712405596,3.92335469314636,3.983679056792265,4.138644661833069,4.301700889019729,4.063411058110012,4.091062018005023,4.069714751622646,3.978081570819002,4.193886147615433,4.282884595079717,4.54287076192416,3.8240068700058862,4.0729451305538245,4.837631103114057,4.277598686272156,4.483042453578167,4.654111740111741,4.630059687786959,4.379786141754228,4.609685745726354,3.979037916642958,4.041855181855182,4.364373825544037,4.218386049434437,4.1337725968807355,4.168248418248419,4.3140530149423055,4.282663097136781,4.498653979498134,2.354509870792905,2.342790164667827,2.643931967120373,1.7536391413203007,1.3122477093491591,0.0,2.049501739143682,3.374939304066918,4.245268058330561,4.389677999875369,4.261382400668116,4.53836113760926,4.583078524850677,4.2859372913720755,4.222880584829117,4.374960811546175,4.434252755065862,4.194748609536191,4.454266506440419,4.487110981887101,4.90743275998378,4.5078574393642885,3.8952029572159437,4.689260945909883,4.084915025872474,4.03342454114513,4.138212741051317,4.1359394998425625,3.989635874329751,4.184467913039342,3.9189391107758453,3.896004652456267,3.9541947848070307,4.106121700656358,3.8710843852596435,4.172884260264212,4.149296423531116,4.0162010325275626,4.161880183308753,4.1852051010214275,3.9038149729058818,4.081199437817086,4.559073607798096,4.223179003536146,4.379231085772927,4.02363594455431,3.9459573872839186,4.1178252408744624,4.443113568113571,4.873499363883979,4.823829616234679,4.8354278074866315,4.839253235027883
vep,4.204854719890951,4.2189001276501275,4.07999988471003,4.541783171291367,4.560021098064578,4.212348762348763,4.214557978708921,4.380587256434714,4.228196803196805,4.097556792905629,4.142991665828408,4.5916583994709,4.176516241694813,4.361541150716409,4.4244852543339315,4.1849847027010565,4.158754202418584,4.115256083136879,4.135273684110895,4.132954429829429,4.30360527836943,4.223251439918106,4.3712847018473635,4.2124594274424885,4.362136862849298,4.395693990392133,4.288067503570298,4.15502382822825,4.489654112824844,4.5090966342179915,4.227884855678153,4.1400064307673,4.8109871504757855,4.143819464737833,4.442461605854464,4.527940836940837,4.519767807949626,4.355025559546837,4.483115925247905,4.199175810961525,4.389569985569986,4.206085561404709,4.208524674250481,4.323430955009903,4.231573981573983,4.20484773846843,4.018257363981049,4.567391951482861,2.171279419169444,2.2173548705091752,2.8287942039647085,2.240668074150597,2.3421312860358032,2.049501739143682,0.0,3.9277661455743638,4.1850787691840345,4.268371589424222,4.1473509427080835,4.494250882784718,4.562453650428334,4.564487820284923,4.6026849308099305,4.741288575922723,4.566996258865192,4.332112160815864,4.627402187184797,4.593217686128133,4.936934579026416,4.680650385823421,4.368037518037518,5.23948761049825,4.360826998061041,4.1997342424732125,4.500192443215698,4.511339652411082,4.372771276342704,4.487788317125054,4.388082485741549,4.25446256252708,4.348793978130714,4.601454243649543,4.411317605647503,4.37127345443672,4.5298929811684925,4.405944593954797,4.32597971756135,4.488901008288765,4.30066181293454,4.365730669557198,4.444335851223604,4.3004593762246826,4.337688971967323,4.237217147931434,4.356369370925193,4.539150758538513,4.411316293228058,4.7951901090362625,4.95276232206612,4.720367824514275,4.693717862731948
se,4.445590862714151,4.70780562030562,4.63537204804328,4.746302308802309,4.9375269327324105,4.79004662004662,4.409415584415584,4.749072880524493,4.57299323769912,4.690604592167093,4.373904748219817,4.307793567543567,4.233974086915263,4.267105523203084,4.430771739675849,4.251161580054123,4.243607573353563,4.263236149160519,4.319797445740842,4.463634924746035,4.28136883949384,4.324200306140273,4.493546788067334,4.239799006963184,4.381470612720612,4.219471969471969,4.0865618432434285,4.6202562913277205,4.421914989772132,5.0489526835417236,3.906253978864272,4.24762344137344,5.051353263325094,4.719189230907981,4.898166618327908,4.822922077922078,4.815961485604343,4.603993749306249,4.556315307785895,4.033211547362491,4.120195987587292,4.676099631362791,4.5509710659710665,4.762130974184545,4.564348025711663,4.482545892177041,4.457527668808156,4.4355320605320605,3.81949216062834,3.9216140225608394,3.843835312328463,3.627467946817262,3.3556569493716957,3.374939304066918,3.9277661455743638,0.0,4.549927431776746,4.5855028619179565,4.3396976700548135,4.7984444319121735,5.164727325143993,4.565802272309123,4.449742935460099,4.570930057050123,4.717193879180179,4.273517193189325,4.3293834891395875,4.502441920824275,5.122095940053687,4.860545126170126,4.020129073054604,4.332297752752299,4.3833352320194425,4.146988047794499,4.244573059790451,3.855079611746278,3.8052588769255453,4.033721772055105,3.8491889591889583,3.705330264051194,3.905869069202403,3.788324206657541,3.9359880243213583,4.17579772079772,4.307796154462821,4.063836040502706,4.090458060458062,4.400666247332914,4.0063484663484665,4.110171156004489,4.832758537758538,4.433477448477449,4.5340325078961445,4.127252747252746,3.8296782230115562,4.539486607668426,4.622209594216059,5.015841005629737,5.212794612794611,5.055042235944733,5.3305681033941905
hu,4.371051935809288,4.374860364731055,4.227429847929846,4.24989417989418,4.373979978354977,4.21590145965146,4.2895321135887166,4.223596238069923,4.35719234059942,4.351921997755331,4.662414592352092,4.820744314165368,4.287763762763763,4.929364319890635,4.64162710532931,4.362862665715929,4.403686552375361,4.31161751136241,4.270283969502721,4.237925473219592,4.34181770610342,4.620051218389453,4.605280467898117,4.530256923307207,4.520986480663901,4.5909273689273675,4.530031411219783,4.380356766585583,4.365635448562278,4.56632557838588,4.598369043247338,4.346299033047155,4.736118705855549,4.3310270555062225,4.602086207443351,4.3882316313823155,4.716353797717434,4.182670877208691,4.470941263687379,4.5284409759657285,4.824113553113552,4.591532544908458,4.665223374295955,4.5813269327473884,4.4765639589169,4.30168332056444,4.066147777660937,4.499748880268361,4.241709332334331,4.21984174159174,4.1576435231435225,4.173888542829721,4.19591953879454,4.245268058330561,4.1850787691840345,4.549927431776746,0.0,4.072146022146022,4.015153939341246,4.155826462593381,4.230559542426631,5.063156884781886,5.0887283031222434,5.082113294299226,4.8297353539815875,4.543461419857549,4.394986615638791,4.460054112554111,4.832152800902803,4.64308060766394,4.865851767704326,5.601086142118751,4.469059516133985,4.397459629922317,4.73308739064553,4.691991746679245,4.715067137723389,4.7838713301948586,4.789908795078834,4.788146407926627,4.550833136770636,4.697246641942365,4.554909213593424,4.510458580771081,4.538118536556036,4.879054539210789,4.570938552188553,4.757945960289711,4.611976231315854,4.406430953305954,4.099293530543532,4.414898296148297,4.287617835380994,4.671559112184112,4.6938734054688,4.853027925895444,4.902100226607292,4.624827759959339,4.648896388699019,4.663830421942123,4.391062028738084
tr,4.579310212204947,4.656366858450192,4.297288554525396,4.374332611832611,4.648117282327809,4.635698953823954,4.674499244142102,4.6354215537548855,4.629908910533912,4.520449954709214,4.50134814016393,4.831616161616162,4.340675230401259,4.745007946198422,4.472466945822208,4.337198037198037,4.350178454024607,4.422735597735596,4.34270320395409,4.150240632383491,4.316803767890725,4.526482719207177,4.4896557633399725,4.565768385054099,4.675293250987696,4.7767138634785695,4.536742000898131,4.550902486402485,4.513786300505052,4.672508923824713,4.52146088420127,4.585644343030708,5.056837795430028,4.53728829812163,4.571727092352093,4.663690476190476,4.626245028684052,4.414303662287532,4.5019836358331915,4.706742114095056,4.5718932178932175,4.403958302234164,4.193882891799557,4.44035545935546,4.510805826118327,4.243960417601721,4.059707432047857,4.549276733367643,4.3002424719529975,4.231834442360759,4.332819811767181,4.369104750025802,4.373087390192655,4.389677999875369,4.268371589424222,4.5855028619179565,4.072146022146022,0.0,1.257869430916306,2.4424338482030787,4.10962008513029,4.721536334036333,4.928967949691633,4.753884833490096,4.662138604572815,4.484862064649298,4.308064774731442,4.627589817589818,4.9960720844811775,4.706002988239829,4.649363876863877,5.399822204399669,4.176511968423733,4.178279963763835,4.666694500944976,4.807580704319836,4.632659972877365,4.643311881355358,4.488812395334134,4.770069450751269,4.622432599606512,4.679044707305576,4.567699334978746,4.320712600603906,4.5317019735498,4.922543177434482,4.552916608351392,4.61308474134561,4.606540165261097,4.563445408905767,4.4687950937950935,4.427857408292191,4.305885005517361,4.308246825638131,4.517932449997665,4.8605600338358945,4.561465878667712,4.586349206349206,4.893076169861885,4.855111630793449,4.903852565059462
az,4.52618389546961,4.600461560297624,4.423694493337351,4.362981376262627,4.779379694379693,4.669097737279556,4.801098009133724,4.722824675324675,4.829514845423936,4.634607819881791,4.548262028976314,4.828446502057613,4.221184281668152,4.663970221697495,4.479213220641793,4.331579720674071,4.345321345321346,4.3128666230410415,4.319857602714748,4.18380033708981,4.425425006028453,4.551699702413988,4.537360047360048,4.575063040214554,4.463847102196618,4.565864770150483,4.431277116603203,4.41443322903719,4.585296143250688,4.586918463480961,4.469032371613894,4.530253186983956,4.8949640784747155,4.4712941592251925,4.40592673609915,4.580760002271631,4.65589492811715,4.488645546372819,4.464818569230333,4.457659749254578,4.31537283854357,4.026134334415583,3.6424085944919278,4.256970134242862,4.128924032956291,4.0720252961324395,3.871877799203381,4.339482198018782,4.131869664726807,4.073508132079561,4.28960629317772,4.189558060986632,4.237918747918747,4.261382400668116,4.1473509427080835,4.3396976700548135,4.015153939341246,1.257869430916306,0.0,2.2378998316498313,4.210138888888888,4.615964802393373,4.666027147455719,4.634314706457562,4.497816918531205,4.363494938796144,4.031217917884585,4.372442272442273,4.903683939822554,4.567716908414585,4.616261922359483,5.187963454984731,4.204124793856937,4.220450980102877,4.561542258274285,4.5590263407227685,4.398154226725655,4.3113109856413425,4.31990586298622,4.480374709148294,4.39921204787276,4.456100992261706,4.341413182776818,4.36671819660265,4.3297332190451945,4.537067842871414,4.440967911057196,4.432766142587572,4.3623250881063385,4.304151574674159,4.51886144609359,4.335851499690785,4.201885069295783,4.277089279767852,4.506755604339639,4.779437897493453,4.714648578463196,4.616299550123081,4.803226711560043,4.827257235752381,4.677154752154752
ba,4.6678799270904525,4.732057736271218,4.472870216667209,4.420652557319223,4.706355465753962,4.721311327561327,4.608955627705628,4.664311693035097,4.565687057651344,4.41556150639484,4.604880207511787,4.765439670069301,4.43175607795861,4.53705583632054,4.62711087993043,4.543607119376349,4.553586983862214,4.426676647189469,4.467232327628365,4.243974506219404,4.571783038162348,4.6587138216837465,4.57703219921265,4.584526065623627,4.744836673742924,4.691090021090022,4.720391867086082,4.560821828830301,4.6884635832004244,4.876293818962995,4.682331187331186,4.626596742037919,4.975421245421247,4.613907405725587,4.667857142857141,4.866363636363637,4.695487996851634,4.39705476944283,4.579293331774247,4.667389897260027,4.760811142262754,4.516616311928813,4.510420531849104,4.766929102643387,4.6048127798127805,4.455480977355977,4.363055580782855,4.4602644409462595,4.514938215502125,4.438460349174635,4.414175319250507,4.470097592466016,4.485382954555888,4.53836113760926,4.494250882784718,4.7984444319121735,4.155826462593381,2.4424338482030787,2.2378998316498313,0.0,4.492835497835498,4.900201344186309,5.040342218349738,4.848036341269424,4.818316770948349,4.5563705468572735,4.428956658420943,4.5218564213564205,4.9989984358304955,4.826066790352506,4.795401936026936,5.4307120789263665,4.662873482726423,4.395167373880249,4.919338546757902,4.865836354568748,4.788640076668247,4.729583679231568,4.709131635187972,4.8509095382229726,4.6750020323963986,4.798851754661613,4.627604945914805,4.463555321829968,4.789598234316546,4.875080572791842,4.518162510416031,4.673334841996813,4.633887107724316,4.59541233414473,4.355510334735687,4.402585989909935,4.547319505890934,4.560162411922976,4.8127649736804665,4.882065906315907,4.826853054353054,4.742394879022785,4.997474156080712,4.846027041534852,5.02552059052059
mn,4.469150188770442,4.387797551032845,4.234209285791566,4.736020923520923,4.646143097408919,4.509452947845804,4.71988554374918,4.543301587301587,4.554242424242425,4.235237961626852,4.5258126542936665,4.771718947718948,4.436150015561781,5.20586383313656,4.828977948914657,4.7097191327191315,4.704893170802262,4.727520010853345,4.5001002598224815,4.442430254930255,4.681817380150714,4.748483619053239,4.597216320950498,4.5479898989899,4.758512358012357,4.8124259839777075,4.757290526933384,4.628378288378288,4.92717209690894,4.679442316942318,4.803658458008949,4.66403318903319,5.075598113641593,4.623710025883938,4.795460317460317,4.950308641975308,4.829140211640211,4.3605464583725455,4.308684915646941,4.762424550757885,4.98786160929018,4.732590654959077,4.866023535851121,4.568149987267634,4.593158182813355,4.46453763828764,4.421634419711343,4.613341579055866,4.552198048084124,4.609443545203038,4.682996820338593,4.587008244919638,4.596854622171077,4.583078524850677,4.562453650428334,5.164727325143993,4.230559542426631,4.10962008513029,4.210138888888888,4.492835497835498,0.0,5.104463258260726,5.157865835463241,5.1696734533273,4.838900305039546,4.503702394571579,4.720767195767195,4.450001639774367,4.9170870795870805,5.019467569467569,4.948742120452646,5.789936633414894,4.5130268853953055,4.369129098870477,5.2185084310404,4.763595402182359,4.6673289271115355,4.778346472368212,4.7205113726852845,4.748230645323668,4.593788819875776,5.004724200919854,4.597570700904034,4.668289892474675,4.849083283865893,4.9604825729825714,4.595592571679527,4.628785827698871,4.751220538720539,4.914904374894786,4.554865424430642,4.839757042474434,4.6322701453136235,4.675058817993599,4.64775707384403,5.189548293236818,4.9172216482148,4.725222462722463,4.929818594104309,4.889198764198765,4.942377260981913
ka,4.835723715913401,4.973517570392569,4.8253322259503,5.0802900196342815,5.148572877739545,4.997520535020533,4.938795428889769,5.046926068835342,4.749931704098371,4.715404995774352,4.575198211611255,4.857665627196878,4.5283382044542755,4.607646334192726,4.799932307359843,4.6297023695429935,4.7096953666353345,4.67225993285596,4.498625480892924,4.468993564306062,4.684718242972961,4.691545511654208,4.851819651489303,4.585910678480744,4.469047243521489,4.518635967146028,4.523153179569545,4.603273698370383,4.680533558582338,5.096920406993222,4.295868237907343,4.645094780420869,5.247442440766303,4.842161145732574,4.8341933364254785,5.1616393606393585,4.955341073068345,4.7218295002869475,4.870437599625416,4.360110550824836,4.462520923520926,4.585162867077758,4.572389886099563,4.6369494687827295,4.579201354201353,4.744575558541075,4.634555831595304,4.758122162829954,4.439759623092957,4.401489548388526,4.641193843730076,4.380229311751049,4.31567152654109,4.2859372913720755,4.564487820284923,4.565802272309123,5.063156884781886,4.721536334036333,4.615964802393373,4.900201344186309,5.104463258260726,0.0,2.950703257158706,3.5220013519080973,4.381793193322317,4.546109077822041,4.901586738543259,4.592005341259072,5.34792708000616,5.027904565888046,4.357462937495403,5.058564101383252,4.27684124386252,4.4481472061435285,4.267350404953004,4.442873353970293,4.320240377203162,4.350893646231124,4.270990545735444,4.2832449509868855,4.268304059885692,4.413903008931284,4.231006384343336,4.669997774334508,4.575332972016645,4.449608954470897,4.559465874261793,4.650950806563049,3.9558653467744382,4.39594907643377,5.127166597574762,4.730992929972521,4.790804284489852,4.242790967535866,4.231729749841994,4.6723877029999485,4.68967134967135,5.214873860009608,5.244317286089438,5.1640448982322855,5.425391744405831
xmf,4.7992558775647,5.033479662261172,4.8630985436132494,5.131325687063392,5.333674849116026,4.899653178018562,4.841866781017725,5.196418493786916,4.819165906557208,4.810365502553003,4.72876106936444,5.041435145823444,4.715495987147774,4.764538933288933,4.866584219157746,4.653192249535336,4.714542392473428,4.638617239342664,4.527298711679458,4.609695938981654,4.635222193948611,4.5874705239973395,4.831197757852168,4.632358148648045,4.560068549871182,4.676568935450516,4.516496693827204,4.6280469530469555,4.819692570302327,5.137469973923176,4.252365730674551,4.679642355193826,5.37068882586124,4.854577598327598,4.950143556839985,5.201228919228919,5.056081544717908,4.759845468541121,4.959693782001471,4.409270876182642,4.478323343323343,4.550245757440005,4.422716709813483,4.495093301059209,4.666817210567211,4.73241261343894,4.768888703888705,4.841207818155871,4.412033772327891,4.399916146985785,4.556659272100447,4.305129143732086,4.2532364262035545,4.222880584829117,4.6026849308099305,4.449742935460099,5.0887283031222434,4.928967949691633,4.666027147455719,5.040342218349738,5.157865835463241,2.950703257158706,0.0,2.319336726246328,4.3581144840381265,4.597531224889715,4.949102909972475,4.769170588946707,5.475270375853279,5.0259477700041435,4.418784101900985,5.119664142004567,4.401359338061466,4.434636383516979,4.393142533462081,4.397568361343869,4.277118318189745,4.291315048330353,4.163694327214735,4.261326740762223,4.247606814953754,4.404644443524995,4.149307150466947,4.519190117772049,4.5953664066359154,4.497076576218235,4.611636436126231,4.5793828620359225,4.182351461669643,4.553451133244367,5.138498972682647,4.673771579894028,4.639897613336061,4.401652400887096,4.280171992206808,4.625303862803863,4.757636620448321,5.31939652172813,5.325791055985862,5.240710721797108,5.478248746558606
lzz,4.944170463682659,5.075068727568726,4.998893220600537,5.130589856409529,5.380734712442032,5.003519930923777,4.946016509695755,5.214773822668559,5.046530015877841,4.833349273465552,4.942136379880283,5.088680616074233,4.8800336568193705,4.8125501523939,4.960768689305275,4.780509201867746,4.923565323565326,4.649302273043885,4.484963408986845,4.470603067567355,4.7777541117163755,4.641417963114518,4.9732294534733565,4.556243381838623,4.608634534800996,4.643027659475028,4.518742627429067,4.688846101136605,4.772989747379991,5.144244848288964,4.250880478223448,4.699458282730342,5.393817469248503,4.888809983120328,5.038146129663988,5.071980241980243,4.896863439590714,4.813272777946691,5.046349129895048,4.398821782316928,4.488885669885671,4.766796792336362,4.740450902144451,4.729153317221499,4.780302656744966,4.6883546637557325,4.702825322825323,4.681228967535309,4.589569615781957,4.586970854348902,4.549605475824988,4.513582609802123,4.503225047310412,4.374960811546175,4.741288575922723,4.570930057050123,5.082113294299226,4.753884833490096,4.634314706457562,4.848036341269424,5.1696734533273,3.5220013519080973,2.319336726246328,0.0,4.534086923425158,4.663003741050618,4.876487964531443,4.778346901854364,5.504772690081969,5.147996178204513,4.366364479676168,5.030221079157249,4.488605661478002,4.457172950506283,4.499876436793179,4.434307047827457,4.28885080339162,4.335912177058637,4.246683418622195,4.42707098755486,4.299187320615891,4.535730765832808,4.159990453418287,4.609025823116461,4.592034449477426,4.357919899561558,4.62518952136299,4.639226703002212,4.1391510005146355,4.623000139554921,5.103758429778839,4.580981093736198,4.635477022135604,4.447134866267522,4.320073568055264,4.567388607561025,4.860289795436855,5.3494244704826865,5.3031610164727025,5.388243238243239,5.410594726087683
sva,4.603931922985322,4.598012728012728,4.6079600011638835,4.757700541716934,5.085231529527647,4.601542207792208,4.453171985247455,4.817446254310661,4.680240831964968,4.661410445712772,4.701752474871406,4.775140282171532,4.638619998553034,4.864196842676224,4.723578290086711,4.520939323834063,4.546235271577737,4.53389577677657,4.43661207440277,4.405844155844156,4.601438734221753,4.526855870666549,4.762505994544831,4.6268519638256445,4.523492131069852,4.774759743180796,4.56482001859097,4.534118088701421,4.5381216344630975,4.931555896677844,4.467915513288944,4.553570543787936,5.269825171671764,4.735030275846598,4.958458307565451,5.112427609427611,4.750955559591924,4.704544568906273,4.735491024767675,4.55558301486873,4.689296407296408,4.5979404952809215,4.4628014011078525,4.691916865507092,4.5258331945831936,4.5387549243634435,4.675476679752996,4.4680961895247595,4.419238407223846,4.393788625391995,4.557350975615538,4.4929765353309055,4.4344670297340185,4.434252755065862,4.566996258865192,4.717193879180179,4.8297353539815875,4.662138604572815,4.497816918531205,4.818316770948349,4.838900305039546,4.381793193322317,4.3581144840381265,4.534086923425158,0.0,4.574336805069374,4.700287031808771,4.636884922705817,5.413934726242419,4.9106328792972604,4.817138309021429,5.546129491076301,4.378764084615148,4.265452613154821,4.617741477248999,4.730380418900828,4.700530450275347,4.6778732072249465,4.502285483790588,4.514073516089644,4.688426312916109,4.831058858424279,4.564880096656934,4.556670042309296,4.6884839650145755,4.814310066350883,4.588690249659638,4.755400750043606,4.363947971220697,4.614753104038819,4.956662385233813,4.486448273948273,4.483979939271023,4.606674419684624,4.532518303691774,4.878363114587603,4.821081712405243,5.067064773545975,4.8275512813487484,4.907246004282088,4.899434642040277
ar,4.322391711008267,4.497651293151294,4.372173591155072,4.4407770562770565,4.747060484097522,4.570791519086973,4.4357545555219975,4.531035574402922,4.426497814483253,4.441392920804684,4.2008724642983895,4.479583830803342,4.158981739300888,4.5281018208233395,4.477519128676535,4.343873451110294,4.446128684574063,4.180726753561398,4.141132166132166,4.130452061599604,4.278090499244345,4.390031119429269,4.487433391368578,4.357085155585154,4.340701296411764,4.346551119131764,4.202059071329903,4.432981577809163,4.318409968409967,4.624419119527817,4.144831016828138,4.325750484083814,5.099686114196604,4.416492728582893,4.464382839382839,5.129218708980612,4.960055364136997,4.577011183261183,4.5463209982290405,4.045368988065619,4.2551016840302545,4.493889850570884,4.306169524919524,4.389296675771311,4.144708193041526,4.243752543752544,4.150959520277702,4.33430749145035,4.328383259401777,4.3193261128446325,4.363257978304273,4.266958949829324,4.126421872023722,4.194748609536191,4.332112160815864,4.273517193189325,4.543461419857549,4.484862064649298,4.363494938796144,4.5563705468572735,4.503702394571579,4.546109077822041,4.597531224889715,4.663003741050618,4.574336805069374,0.0,2.867571074150021,3.029535502811365,5.0092636037797345,4.751550688117853,4.106742816266626,4.838876418506046,3.6683353468237185,3.8566067130975856,4.035984810984811,4.036286075036075,4.009997224997225,4.102127976190479,4.066748910811411,4.001605339105338,3.855742243867243,4.069199345062831,3.8832826104978,4.340821747696746,4.061291278166278,4.302174752331,4.17375398906649,4.0658080114330115,3.9038991255657924,4.277321185758687,4.810555416805416,4.521718385780887,4.172317942254651,4.231917492229992,4.154714790928027,4.581232897038682,4.517773817957643,4.8748359120908145,4.745291205707873,4.699787267924522,4.9767384731670425
mt,4.32878212769517,4.6689839120690175,4.259652424869817,4.425809523809524,4.356170922475269,4.2626984126984135,4.51326479076479,4.185501843835177,4.2694525429219325,4.247767857142857,4.467595045855916,4.520152259356805,4.502984052984052,4.477183068254496,4.404444991401513,4.11687081034907,4.193920845236633,4.213724481347432,4.323041125541125,4.426700036075036,4.454056031687611,4.242719760111066,4.497062880758534,4.552397815859355,4.430387300607889,4.901678550207961,4.539708880185072,4.458892773892775,4.49866883116883,4.742170656141244,4.563592736953394,4.413871835235472,4.987115746206657,4.462385166622455,4.535947385947385,4.85924603174603,4.616976079476079,4.254995490620492,4.509786565010446,4.231907444407446,4.464099536826811,4.2376438561438565,4.310697032436162,4.432074047351825,4.443025030525031,4.4104582120975575,4.031198347107437,4.592317019400353,4.505593882767795,4.487951058603233,4.487896563983521,4.43307767112115,4.505726841596407,4.454266506440419,4.627402187184797,4.3293834891395875,4.394986615638791,4.308064774731442,4.031217917884585,4.428956658420943,4.720767195767195,4.901586738543259,4.949102909972475,4.876487964531443,4.700287031808771,2.867571074150021,0.0,3.3761071304174757,4.776307320625501,4.632131519274376,4.351908076908077,5.150504921435153,4.485436507936507,4.26672937199253,5.180000000000001,4.374758070212615,4.542443289034199,4.550023965933057,4.299588038224402,4.393571772143201,4.563454727091091,4.531517546624498,4.538182146136692,4.546021907385544,4.374319241364696,4.5037588673952325,4.334063032926669,4.477228957910778,4.055605094493983,4.354645480781843,4.469735567462841,4.330527679391316,4.373065728463456,4.3749524465433565,4.459570953036863,4.825207005470165,4.695020127442003,4.819879531243169,4.7679391315754955,4.940764790764791,5.117607623857624
