,de,lb,nl,af,en,yi,fy,nn,sv,da,is,fo,lv,lt,pl,cs,sk,sl,bg,mk,be,uk,ru,la,pt,gl,es,ca,oc,fr,it,ro,ga,cy,br,gd,gv,sq,hy,el,sa,hi,ur,as,bn,fa,tg,ps,et,vro,liv,vot,fi,krl,vep,se,hu,tr,az,ba,mn,ka,xmf,lzz,sva,ar,mt,he,my,bo,ny,zu,id,ms,tl,ta,kn,ml,tcy,bfq,kfa,xub,yea,tcx,kfe,te,gon,kff,kxv,kfb,pci,gdb,brh,kru,mjt,ja,ko,vi,lo,th,za
es,4.09967135595627,4.196862911721404,4.301550187863036,4.561995093029576,4.4254877648732425,4.242625097125096,4.432911750558809,4.292451942898372,4.2242488824307,4.084556257582573,4.085572446412898,4.2315195298528625,4.010359738300915,4.186631578298245,4.156111827340879,3.929430490144774,4.0765378105603665,3.9822696669527637,3.8889321326821307,4.057079248876124,3.9307161338089185,4.104420656934622,4.082227464633808,3.0585812518271127,1.9581166504819199,2.1177639263423575,0.0,2.5911621930969346,3.0450434892742586,3.8850569842142866,2.176866322315823,3.126823754023754,4.757970971680648,4.063194444444443,4.372890740946295,4.518603047279517,4.617732267732267,4.09139037433155,4.304425567065825,3.750546401095852,4.018113291029958,4.364629681429682,4.364369451211555,4.280382811632811,4.335862304362303,4.12604708659396,4.046923681625175,4.458589393863366,4.316631397776652,4.251175856585816,4.350694804884751,4.136443987421639,4.066335883235323,3.978081570819002,4.288067503570298,4.0865618432434285,4.530031411219783,4.536742000898131,4.431277116603203,4.720391867086082,4.757290526933384,4.523153179569545,4.516496693827204,4.518742627429067,4.56482001859097,4.202059071329903,4.539708880185072,4.103301070514186,4.925697205683284,4.561926453827864,3.8761751186408717,4.643880449052861,3.8460554221192504,3.880558558017575,4.212440629545894,4.037811419028884,4.06366710212864,4.15579228463844,3.7050142823566765,4.076763385193618,4.023294013678631,4.0962228194128665,3.8552552848386172,4.05959381600946,4.013152544503544,4.066640595632193,4.022744288678354,4.237779329949659,3.9261205141012834,4.194018883848094,4.716359037787609,4.244419621892149,4.287616287126092,4.17186863807743,3.9303497120562394,4.349886172329356,4.663834920042062,4.9033950516938685,4.97516708437761,4.860166510018583,4.989122805299274
ca,4.069716502036942,4.079431371098038,3.857450713804307,4.050009620009621,4.251493534090221,4.2047846489022955,3.9939872485790855,4.10429847929848,3.9826392229170016,3.786247500063289,4.17850700557883,4.3518957053047975,4.006860378183908,4.321787502620836,4.32494597943493,4.023179763358334,4.129694989354081,3.9360576185044276,3.8609039500988653,3.975332914948299,4.132198477850651,4.107605753669292,4.140720833981317,3.358162563296495,2.8858678249854712,2.9442374051069704,2.5911621930969346,0.0,1.7754777742582626,3.022793040293041,2.8862611163853393,2.7739688533688547,4.5206261480455,4.008013358946196,4.173997679880033,4.048137020525081,4.215461621711622,4.016857864357864,4.380611167894405,4.046550926397864,4.246567790581874,3.9827485625485632,3.921872269144996,4.164401848151847,4.117261153198654,4.185227208688749,4.067198195323196,4.2886463301956255,4.231656917361337,4.09955325521624,4.245902118139687,4.194383425046409,4.164630673194211,4.193886147615433,4.15502382822825,4.6202562913277205,4.380356766585583,4.550902486402485,4.41443322903719,4.560821828830301,4.628378288378288,4.603273698370383,4.6280469530469555,4.688846101136605,4.534118088701421,4.432981577809163,4.458892773892775,4.139981322441001,4.782390027126871,4.623289435237965,4.468488983629831,5.326891325728535,4.153117808117808,4.098058983885753,4.6836182502421275,4.555402451459336,4.560353474364462,4.552973628935168,4.391124138376886,4.350513472315799,4.373528882594815,4.634211075500667,4.313831307581306,4.484361411769298,4.635124546501404,4.645017207169761,4.348271112282101,4.58933706708432,4.433230144341255,4.416899355742791,4.498687820116393,4.417345109103352,4.372487849840791,4.350851254972131,4.5294900118914345,4.663656171638627,4.466993120556817,4.560303763812536,4.598311298311297,4.663097266606038,4.5838601213601216
oc,4.2268072713194655,4.0042436267436265,4.203429768063915,4.067294973544974,4.411759581881533,4.528476946334091,3.7626135302605896,3.900198412698413,3.8257983056370146,4.058634421134421,4.149511396462616,4.4450847763347765,3.2214144829529445,4.220372323150101,4.19186951260122,4.131278409936947,3.9573842823842824,3.790632174842701,3.703414396061455,3.6698092031425364,4.27249740999741,4.087056101080492,4.12350061862257,2.9206092883724466,2.937809074394441,2.5902958152958155,3.0450434892742586,1.7754777742582626,0.0,2.9161712948298315,2.7594465155440764,2.498682714591806,4.461692011692011,3.694741532976827,4.279974747474748,3.9996031746031733,4.343267651888341,3.853350168350169,3.962478442966248,3.6848377959489063,4.187750360750361,4.2456698319601545,4.346144480519481,4.132266865079364,4.008946608946609,3.879400061218243,3.84069420917247,3.83139184048275,4.603747133625181,4.51029810298103,4.530481645725549,4.275860521592229,4.155892549185231,4.282884595079717,4.489654112824844,4.421914989772132,4.365635448562278,4.513786300505052,4.585296143250688,4.6884635832004244,4.92717209690894,4.680533558582338,4.819692570302327,4.772989747379991,4.5381216344630975,4.318409968409967,4.49866883116883,4.42338048855906,4.867513042513041,4.485445226070227,4.371432178932179,5.118710542929293,4.500274725274725,4.2108187337354,4.225462962962964,4.196673902229458,4.309973257195479,4.195630398408176,4.400000925000925,4.585708513708513,4.462087398198509,4.253550564661675,4.250893139782029,4.453582220248887,4.498964512853402,4.47610229276896,4.217817059483727,4.664505247838582,4.2859788359788356,4.209045892379226,4.44647266313933,4.138949013949014,4.761682761682762,4.552716316605205,4.555359147025814,4.776977960311294,4.7695507708665605,4.800660450660451,4.552633477633477,4.810837842712842,4.359985269360269
fr,4.359850357301813,4.265476745476745,4.255401125304038,4.437256049960968,4.383411585717412,4.473763042513043,4.4261086921464265,4.495122532834397,4.300781317447983,4.225376815025252,4.695779651847612,4.714206424362674,4.466644367537224,4.753015589734338,4.727790312438373,4.476455854087431,4.503632269556929,4.278631239131237,4.208989556450494,4.200708049666384,4.726807495439572,4.675677895459447,4.672336082915753,3.983045426795426,3.6022299604330836,3.8778824245929533,3.8850569842142866,3.022793040293041,2.9161712948298315,0.0,3.8373948699460914,3.8206354434615313,4.766223665223665,4.305246009698064,4.316103043781616,4.5042433862433855,4.533946608946608,4.341556502040373,4.634115013387971,4.519520570241725,4.595553150553151,4.43954725829726,4.275339221710189,4.483490436331347,4.479899838723368,4.436157206990543,4.169385293069503,4.411642794435003,4.618341798438887,4.481830561563571,4.39734503630135,4.424812970201316,4.516236702887191,4.54287076192416,4.5090966342179915,5.0489526835417236,4.56632557838588,4.672508923824713,4.586918463480961,4.876293818962995,4.679442316942318,5.096920406993222,5.137469973923176,5.144244848288964,4.931555896677844,4.624419119527817,4.742170656141244,4.476465748056658,4.785985125985129,4.894265961006491,5.091587957497047,5.861980336448421,4.434157686285346,4.4659950748839625,5.137340705512975,5.003998864823605,4.977666949316433,4.956936276781637,5.037119473747734,4.946151764901765,5.010238472867337,5.069723217790227,4.813217106967106,4.8514394960877665,5.136941436031794,5.093885610380456,4.96297845911248,5.169012688342584,5.008250032795487,4.8943998794817505,4.584060784576249,4.893634143634145,4.871362869156985,4.886117948489084,5.0819408709342,5.0611627337654745,4.986750492864626,4.729110766095305,4.664346764346765,4.726189182147733,4.7732003129890455
it,4.191218875785914,4.230465240671664,4.250396476583626,4.614334604789151,4.6598546859720065,4.324486046361046,4.137676574633097,4.253479015743167,4.253066044038267,4.207677531395481,4.133270575227525,4.222110993581581,4.005254967254968,3.904452099832536,4.038548225152724,3.9508208014864805,4.007555029145936,3.7850448673058983,3.5506147556147565,3.7371072937479184,3.874749718366737,3.822414778506629,3.99790720653356,2.8182176908841226,2.6159108893797485,2.587794875108307,2.176866322315823,2.8862611163853393,2.7594465155440764,3.8373948699460914,0.0,2.9542230842634063,4.81752935015922,4.156438262592108,4.320470760176642,4.736882134959059,4.4882152569652565,4.016709744503862,4.462833446605374,3.4689478848446256,3.7114852875882285,4.244488208388768,4.279999717263869,4.299519731476254,4.14190689361144,4.174399788405389,3.969512411903716,4.278186892472607,4.210787725255357,4.192815368259011,4.298449300544274,4.07483529815932,3.957443712401814,3.8240068700058862,4.227884855678153,3.906253978864272,4.598369043247338,4.52146088420127,4.469032371613894,4.682331187331186,4.803658458008949,4.295868237907343,4.252365730674551,4.250880478223448,4.467915513288944,4.144831016828138,4.563592736953394,4.310626258986915,5.127689034821389,4.457509157509157,3.716028094288965,4.613923656165034,3.8301661657430897,3.8981845635898704,4.179069700509329,4.039525468218648,3.975734666217622,3.9344475915498647,3.6255415169352334,3.933308297340898,4.01059442451488,4.147352868091504,3.9584063765098234,4.087559720063062,4.133288712550076,4.168910051438462,4.145588628543174,4.306583725617818,4.089346657615886,4.197910045428428,4.872024881683971,4.307919952522225,4.304628768421872,3.999810227651137,3.7869358014393883,4.355982863937407,4.5110682209946935,5.01887112887113,5.060414252414251,4.999659752012696,5.146732556659029
ro,4.135363207645815,4.1865170589308525,3.9176311007832765,4.252396514161219,4.27709080372124,4.24921497584541,4.005833333333333,4.316845569396589,4.063006438006439,4.040919871954354,4.23033313896485,4.345652219353519,3.8504141283553053,4.205478455478456,4.176855189898669,4.06162545888823,4.030948152376723,3.8286073600728785,3.747442002442002,3.826539317164318,4.0965386349761355,4.180871282501716,4.096173080731906,3.0017441868027817,3.35742039883831,3.0996077640308424,3.126823754023754,2.7739688533688547,2.498682714591806,3.8206354434615313,2.9542230842634063,0.0,4.544020705925467,3.815545193893409,4.374107374107375,4.194862313612314,4.202742604617606,3.8064654481321147,4.3943575765798,3.687950480891656,3.9390516009563603,4.085052031302031,3.9561351611351605,4.201876420283014,4.274540774540775,4.033836386873769,3.9222753137847475,4.172630102872038,4.196353203961899,4.147752006447657,4.334060613536316,4.134523947919088,4.141162058553363,4.0729451305538245,4.1400064307673,4.24762344137344,4.346299033047155,4.585644343030708,4.530253186983956,4.626596742037919,4.66403318903319,4.645094780420869,4.679642355193826,4.699458282730342,4.553570543787936,4.325750484083814,4.413871835235472,4.509459676126343,4.8648312798312805,4.575691057381513,4.014725421329195,4.7855298974529745,4.094611553757895,3.9901314671722843,4.558192415223665,4.333336745836746,4.365884903384902,4.4875546375546405,4.283205424652792,4.419628884417618,4.269863732363732,4.459407988452105,4.233142086224276,4.294766682266682,4.400194475194477,4.481249231249231,4.424811899811901,4.455396817896817,4.284840344840344,4.224537287037287,4.3706811206811205,4.225985238485238,4.49149014988056,4.21827283077283,4.325259895112837,4.5581115973973105,4.7128841588519,4.607645648924719,4.731243167606804,4.567665373347192,4.532808105265732
ga,4.6210490582649655,4.552306869717584,4.6286552620359425,4.562273739905319,4.559051759477896,4.45303823953824,4.461671335200747,4.64831523252576,4.4600170597834135,4.437072686408969,4.845057294347067,4.9613481756338915,4.544955152722141,4.916868264311447,4.905007051029778,4.757961482961484,4.849161334848357,4.676892393320965,4.532213478611785,4.727314439033188,4.932090899644092,4.974951137877273,4.8779604076479055,4.66280783189874,4.762150125323779,4.742113095238097,4.757970971680648,4.5206261480455,4.461692011692011,4.766223665223665,4.81752935015922,4.544020705925467,0.0,4.111087845326977,4.4583053263608825,2.3972222222222217,2.2847730552276,4.281569803121528,4.756184840800225,4.714450628736345,4.775305091733661,4.872862624025417,4.786389404246547,4.898261672414212,4.831896825396824,4.683195209135059,4.661234579192325,4.653035244816064,4.8853375160193355,4.769904038511995,4.832414444772398,4.825761060278105,4.899372108320974,4.837631103114057,4.8109871504757855,5.051353263325094,4.736118705855549,5.056837795430028,4.8949640784747155,4.975421245421247,5.075598113641593,5.247442440766303,5.37068882586124,5.393817469248503,5.269825171671764,5.099686114196604,4.987115746206657,4.886780027881722,4.98349587384675,5.345679594271144,5.209169396669396,5.791604053673021,4.73464663643235,4.655126702001701,5.03509485094851,5.04903268282389,5.141790748933607,5.178861889026723,5.22314511065319,5.138938105317415,5.026338618646311,5.025151008942218,4.9668066060923195,5.149413620567466,5.152486402486403,5.421583056747891,5.104769040483325,5.323129068733464,5.010872732931557,5.1891138318336125,4.793655154369439,4.95244575326993,4.9418875260541935,4.996194098941351,5.200654504225934,5.179942258430633,5.310983914757497,4.927900476104068,5.034784511784512,4.858178951226288,5.064746074820702
cy,4.090523308890657,4.153095470837407,3.972562849093463,4.204407780428188,4.272094553217005,3.999236010902678,3.8876842963799483,4.154939335041376,4.122693476114528,4.011570976722493,4.304760186903043,4.332089296245922,4.060638455747151,4.513752543752545,4.403912244218365,4.2565628620206075,4.22151067323481,4.12121253063876,4.060067576654114,4.207971248836634,4.581482203433423,4.449474354066191,4.396877272387477,4.01087629690571,4.145563934899598,4.176265649033508,4.063194444444443,4.008013358946196,3.694741532976827,4.305246009698064,4.156438262592108,3.815545193893409,4.111087845326977,0.0,2.6737807482372697,3.782564102564104,3.79832531665865,3.8981295778764133,4.311274682108014,4.241888666888668,4.618872133157844,4.371341814750903,4.444969828151646,4.377662365412366,4.677166907166907,4.229684639032466,4.0402910261781235,4.006256200396825,4.368190313088272,4.243538962926718,4.251724975704567,4.292456919497735,4.354633744939868,4.277598686272156,4.143819464737833,4.719189230907981,4.3310270555062225,4.53728829812163,4.4712941592251925,4.613907405725587,4.623710025883938,4.842161145732574,4.854577598327598,4.888809983120328,4.735030275846598,4.416492728582893,4.462385166622455,4.302658195713752,4.800774351910714,5.021917584049937,4.61038219592907,5.3227532208051676,4.217290500827087,4.247879551004551,4.596280766017608,4.461109573157766,4.535227924685756,4.703119938963313,4.508262854949603,4.441595394759953,4.515477661561999,4.6985474364992434,4.3997431617913545,4.4433643350900605,4.521149800667871,4.877304639804641,4.439430081297551,4.742400771918844,4.563264050764052,4.5722696981733115,4.236556616074688,4.324799196787148,4.384626191997068,4.476193953302385,4.5738547596981345,4.804285505567556,4.845114802892579,4.60983756071784,4.713129251700679,4.647901500505668,4.557082284035411
br,4.1662444698159,4.06223383662408,4.263387059369202,4.240404040404041,4.408184523809524,3.5580687830687827,4.029030910609857,4.303548085901027,4.388044131794132,3.9963083213083217,4.529211636577707,4.320401108862648,4.3309674122174115,4.6576640125747275,4.356411049268193,4.282472477017932,4.450463203463203,4.184352629940865,4.141531577169875,4.287279541446207,4.509839466089466,4.512014324960754,4.514127836449265,4.48402639027639,4.368487787932232,4.666913847469403,4.372890740946295,4.173997679880033,4.279974747474748,4.316103043781616,4.320470760176642,4.374107374107375,4.4583053263608825,2.6737807482372697,0.0,4.556603234728234,4.0938949013949015,4.107911770768913,4.301117136831423,4.382027867965368,4.809955582611832,4.331430155210644,4.404230190099756,4.416931216931217,4.85244708994709,4.4016035383056655,4.108812871716098,4.16935148185148,4.374511054421768,4.468316455370027,4.468739692846836,4.505141634159491,4.5018839295625,4.483042453578167,4.442461605854464,4.898166618327908,4.602086207443351,4.571727092352093,4.40592673609915,4.667857142857141,4.795460317460317,4.8341933364254785,4.950143556839985,5.038146129663988,4.958458307565451,4.464382839382839,4.535947385947385,4.0593101343101345,4.852742711833621,4.782175749087512,4.789830275544562,5.545123626373625,4.131277056277057,4.02661510942761,4.077790895972715,4.764249639249639,4.375880456349206,4.774256345166272,4.714540063184364,4.616371452621452,4.4819292252886,4.643561733405484,4.466902082802819,4.5728411345598845,4.480184832528583,4.775215322871572,4.290260954323455,4.720771329365079,4.489549218897046,4.534050584831835,4.345581761988012,4.37508906024531,4.427641715922966,4.582214400183149,4.427971941253192,4.889199568547395,4.767451829216536,4.5110337137609875,4.583858061130789,4.592008735312307,4.690343915343915
gd,4.654361231361232,4.681394492032791,4.585544973544972,4.857608100711548,4.564182299182299,4.3008297258297254,4.378968253968255,4.767080745341615,4.477912698412698,4.506626984126984,4.697729918229919,5.010175935175935,4.51141364948183,4.953720678720678,4.662646501646503,4.660162137245471,4.654296661193213,4.548845175540091,4.402925546675546,4.414475801975802,4.6543212574462585,4.938504791504791,4.823656935656936,4.671459294673581,4.5376282393405685,4.532843915343915,4.518603047279517,4.048137020525081,3.9996031746031733,4.5042433862433855,4.736882134959059,4.194862313612314,2.3972222222222217,3.782564102564104,4.556603234728234,0.0,2.787301587301588,4.305413105413105,4.515704729060891,4.835992710992712,4.859531955499698,4.729998814744578,4.71871693121693,4.534817115251898,4.489751552795031,4.55421047878675,4.457959595959596,4.587505087505087,4.5857705627705645,4.494732674732674,4.634015873015872,4.6552506012506,4.704489362489363,4.654111740111741,4.527940836940837,4.822922077922078,4.3882316313823155,4.663690476190476,4.580760002271631,4.866363636363637,4.950308641975308,5.1616393606393585,5.201228919228919,5.071980241980243,5.112427609427611,5.129218708980612,4.85924603174603,4.870427881297446,4.752625895231529,5.111194193012375,4.953367779174231,5.820039682539684,4.776549145299145,4.785202686202686,5.074642857142856,4.922234247234246,5.170490620490621,4.995804627471293,5.113573525240192,4.960255764906927,5.090689680689682,5.238260475716618,4.929911816578483,5.030923520923521,5.090689742356409,5.209191055857723,4.898267596600931,5.260996472663139,5.117035308441559,4.881520763187429,4.569488536155202,4.7168430335097,4.642350862521316,4.7861592111592115,4.922067500400834,5.032659056343267,5.149858964564845,4.891544304044305,4.916059757236229,4.588011401743795,4.709551176792556
gv,4.38992588219861,4.3863177910052915,4.2047474747474745,4.364838435374149,4.293261183261183,4.240530303030304,4.332763975155279,4.71203007518797,4.001335656213706,4.29943783068783,4.612025197025197,4.888967198113539,4.235980210265924,4.9653650169275165,4.538307752853208,4.332637218748328,4.464020256473087,4.438960317460317,4.4813307679974335,4.815806878306878,4.599963924963925,4.512344070071342,4.4904801259346705,4.352772118948589,4.692439216967519,4.69094928880643,4.617732267732267,4.215461621711622,4.343267651888341,4.533946608946608,4.4882152569652565,4.202742604617606,2.2847730552276,3.79832531665865,4.0938949013949015,2.787301587301588,0.0,3.975400833734167,4.510057720057719,4.493735680274142,4.940591842797725,4.701691232048374,4.5787088572802865,4.372616853430808,4.907839674944939,4.2615507231786305,4.262635037635038,4.122928418382965,4.540851370851371,4.420036075036075,4.695245310245309,4.540631489722398,4.657900432900432,4.630059687786959,4.519767807949626,4.815961485604343,4.716353797717434,4.626245028684052,4.65589492811715,4.695487996851634,4.829140211640211,4.955341073068345,5.056081544717908,4.896863439590714,4.750955559591924,4.960055364136997,4.616976079476079,4.849640972054764,4.669149831649832,5.217230576441103,4.949619207952542,5.8284735106163685,4.912783446712019,4.609770961898621,4.705298786181139,4.682457225314368,4.615688517831375,4.569807256235828,4.673698873488789,4.671960678210678,4.57205699062842,4.675706039991754,4.463954854669142,4.735951350237064,4.759754689754691,5.214879406307978,4.914101216244074,5.072914862914863,4.610540385540385,4.8276778776778775,4.7047052154195015,4.792800453514739,4.616992372706658,4.786410018552876,4.68389380460809,5.139284172617506,4.9886312576312575,4.511429773929773,4.652163338453662,4.712677343232898,4.641250483933411
sq,4.173693623161707,4.113968144649964,4.101038884283567,4.15937641723356,4.268304243038287,4.185791446208114,3.7322939822939816,3.9355485355485356,4.050088841506753,3.9783935849725327,4.576218846165654,4.563070313524858,4.16973544973545,4.691536290220501,4.2617059654293685,4.239013583035323,4.149666181396951,3.9361032130262914,3.847694162762655,3.908628758628759,4.207318988201341,4.278745722362742,4.26581237911025,4.162382987382985,4.168521786184829,4.336355047069333,4.09139037433155,4.016857864357864,3.853350168350169,4.341556502040373,4.016709744503862,3.8064654481321147,4.281569803121528,3.8981295778764133,4.107911770768913,4.305413105413105,3.975400833734167,0.0,4.424165059604621,4.159843248149701,4.292189386577142,4.4311098718632955,4.358645640074212,4.422349751697578,4.433730158730159,4.32362764862765,4.105916936598756,4.168024568024569,4.458531805074358,4.43365623737964,4.2610124804273735,4.309594808265022,4.3580670806734645,4.379786141754228,4.355025559546837,4.603993749306249,4.182670877208691,4.414303662287532,4.488645546372819,4.39705476944283,4.3605464583725455,4.7218295002869475,4.759845468541121,4.813272777946691,4.704544568906273,4.577011183261183,4.254995490620492,4.555112816476454,4.543517080745341,4.728599236411736,4.436476566911348,5.261788601262285,4.0123082678638236,4.181263713455494,4.378559403559403,4.345713512677799,4.508596809936096,4.5742177465391745,4.633785559678417,4.507134951002875,4.491521078128221,4.588398977015049,4.588087367178276,4.474750101089387,4.735910518053375,4.847632724418439,4.5010893372500504,4.854766364587794,4.255201819785153,4.662706143063285,4.353720238095237,4.546919449598021,4.194360867890279,4.4437305749805756,4.609090124977732,4.560621429852199,4.775723527408921,4.412685036561441,4.2908809523809515,4.311965274868501,4.466658399470899
hy,4.202725910332658,4.158930296756384,4.304410465451075,4.638404882154882,4.496645486493203,4.17236722972017,3.8938986589929976,4.414043996938735,4.3718730863557544,4.270232740349926,4.560204945928296,4.692538696528058,4.304450372859465,4.596893557831057,4.72032489507109,4.492575697276757,4.476156904848588,4.378878324466561,4.193548465423464,4.310945876019405,4.678936741677125,4.657711415769794,4.672952771914167,4.53363722663173,4.35721795964763,4.591885929899628,4.304425567065825,4.380611167894405,3.962478442966248,4.634115013387971,4.462833446605374,4.3943575765798,4.756184840800225,4.311274682108014,4.301117136831423,4.515704729060891,4.510057720057719,4.424165059604621,0.0,4.3994537824634925,4.575567975567976,4.339688768022103,4.5720406642537785,4.557208252557087,4.2246834320363735,3.923122001532514,3.8619953379953382,4.145228127136022,4.626363942036531,4.532518229091834,4.591981061210291,4.57512538668029,4.595580420707324,4.609685745726354,4.483115925247905,4.556315307785895,4.470941263687379,4.5019836358331915,4.464818569230333,4.579293331774247,4.308684915646941,4.870437599625416,4.959693782001471,5.046349129895048,4.735491024767675,4.5463209982290405,4.509786565010446,4.328832699287245,5.1579115774302915,4.912928506678509,4.678237473205003,5.47855280919797,4.282041540020264,4.27151561611789,4.561129049521908,4.692709778647278,4.787279040404042,4.80500437062937,4.653683323076705,4.7472338350055745,4.7403757700632685,4.706069704692237,4.575106326422114,4.473968986147295,4.711057764573391,4.797346605940352,4.463192854599105,4.726747225575351,4.436234187623076,4.478461295648797,4.499714030182781,4.459201764670513,4.320174620700937,4.6209620240870235,4.717199553157613,4.953645467187135,4.896790194823904,4.771605813541297,4.924572187072185,4.818921052209822,4.737100888157226
el,4.0806788185359615,4.287920100244046,4.115356733213876,4.240674603174604,4.654561708133137,4.262945387945387,4.150693000693001,4.290964590964591,4.141577509791794,4.259406696363219,4.125037687180545,4.251030913530913,3.9434363195726845,3.892816198476577,4.127795088509373,3.979927068337087,4.019811207311207,3.8793791120495658,3.738630963630963,3.9832797457797455,3.9650224031920467,3.9111432218575075,4.121610135895851,3.4836878977503978,3.982630367837981,3.899008567190386,3.750546401095852,4.046550926397864,3.6848377959489063,4.519520570241725,3.4689478848446256,3.687950480891656,4.714450628736345,4.241888666888668,4.382027867965368,4.835992710992712,4.493735680274142,4.159843248149701,4.3994537824634925,0.0,3.7927509853980435,4.4047377067377065,4.357694932694933,4.251471845838042,4.18360732834417,4.080385544843376,3.9848734008308475,4.181290598290598,4.214648843220271,4.1443424564853135,4.285587666301953,4.046470751470752,4.010981795981795,3.979037916642958,4.199175810961525,4.033211547362491,4.5284409759657285,4.706742114095056,4.457659749254578,4.667389897260027,4.762424550757885,4.360110550824836,4.409270876182642,4.398821782316928,4.55558301486873,4.045368988065619,4.231907444407446,4.1754637270941615,4.673559801309802,4.779757940472227,3.8825922919672924,4.54431365537923,3.8295869061494066,3.790975129367987,4.307970764867317,4.101001768228659,3.7999428701809657,4.019035616059425,3.8143489760031115,3.8975942010416444,3.9778638028638023,4.10482598633859,3.936364869698202,4.1266875981161695,4.033971143494952,3.902817883175027,4.281404177832749,4.256936824198728,3.790216946795894,4.2690585869157305,4.6588927827023054,4.152496004876958,4.21185411810412,4.236302850588566,4.011559393587994,4.146556535395821,4.467965534637361,4.753966227127991,4.857809384102487,4.812133282036195,4.849900432900434
sa,4.3669160839160845,4.543122910228175,4.557230880230881,4.684597295708406,4.72688208088208,4.5345897753040605,4.771491240241239,4.796200154012653,4.457691197691197,4.591533879831753,4.4967925777925775,4.628096086919619,4.181785714285713,3.902383305100697,3.916492766492767,3.9511279435936983,3.9935825459262957,4.011169549404844,3.8801665196402033,3.767491048046604,3.8657156945618496,3.925954156954158,4.047307507307507,3.856046118913765,4.0398589994480405,3.951728601728601,4.018113291029958,4.246567790581874,4.187750360750361,4.595553150553151,3.7114852875882285,3.9390516009563603,4.775305091733661,4.618872133157844,4.809955582611832,4.859531955499698,4.940591842797725,4.292189386577142,4.575567975567976,3.7927509853980435,0.0,3.6945577962527114,3.633133175068659,4.026683112209428,3.627177584320442,3.911377141377142,3.9326365301365294,4.414670823004156,4.328782291782292,4.344112332112333,4.182021682021683,4.154297776297777,4.004287712287711,4.041855181855182,4.389569985569986,4.120195987587292,4.824113553113552,4.5718932178932175,4.31537283854357,4.760811142262754,4.98786160929018,4.462520923520926,4.478323343323343,4.488885669885671,4.689296407296408,4.2551016840302545,4.464099536826811,4.228713240782206,4.84215655236782,4.7392020857929955,4.179431950163659,4.811280124487673,3.7918971028971034,4.168598841959498,4.486173037488828,4.297951516568537,4.02387181376543,3.9050928386034776,3.874473902540235,4.047837295280477,4.026587714885586,4.250263168825846,4.155977946403477,4.4554407767173725,4.318153713898393,4.072072460636291,4.195978135339836,4.537694515886004,4.1602895047339485,4.33239798027032,5.0024600104387345,4.514013704971153,4.368859450242428,4.2101888950293205,4.086567770071821,4.452235828407704,4.567134547768351,4.69078651507223,4.848189376760805,4.754954651829651,4.973703651421045
hi,4.380369787816597,4.33775805893453,4.139904067563643,4.371988795518207,4.651091717581079,4.34506222943723,4.156927857496039,4.076564723155632,4.30588240673468,4.261628847343132,4.329233906361565,4.42354163833037,4.195259927488844,4.455444594529102,4.48696859159938,4.369971208839825,4.354350893135939,4.34389554889555,4.125045645964012,4.125009627560649,4.462979316979316,4.463533786938042,4.495965657667785,4.399802891344244,4.399956754518801,4.658461600128267,4.364629681429682,3.9827485625485632,4.2456698319601545,4.43954725829726,4.244488208388768,4.085052031302031,4.872862624025417,4.371341814750903,4.331430155210644,4.729998814744578,4.701691232048374,4.4311098718632955,4.339688768022103,4.4047377067377065,3.6945577962527114,0.0,0.6055171361205846,3.393472846597847,3.0866124616124613,3.8617970554886454,3.5951970968099993,4.261028009688724,4.248095698627611,4.167968182329885,4.401030313264357,4.315813146664211,4.2702031026499085,4.364373825544037,4.206085561404709,4.676099631362791,4.591532544908458,4.403958302234164,4.026134334415583,4.516616311928813,4.732590654959077,4.585162867077758,4.550245757440005,4.766796792336362,4.5979404952809215,4.493889850570884,4.2376438561438565,4.319781385281386,5.064348364530849,5.053230820105821,4.742945284470709,5.578183364254793,4.211739011739012,4.245839689411117,4.711992061992062,4.5891179726706035,4.692950507095245,4.659244739178949,4.6596207337983655,4.633478887930941,4.458203601953602,4.810987167072693,4.4159702889702865,4.553206096878698,4.754719184324446,4.686373567952513,4.195244046888784,4.62400830163988,4.499124423556242,4.336060266487897,4.592550979722032,4.63865845411898,4.281465564936154,4.256007625415522,4.372032682230049,4.795086083788006,4.520632604490872,4.77834815225326,4.757750896057348,4.7007069115525,4.804933595211372
